Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"ETC Tiger Pipeline, LLC",07/01/2018,FTS,Acadian IC | 79022,East Of Hwy 789,ANR | 78542,East Of Hwy 789,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,(Sherman From Enterprise) | 22329,Lake Charles,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Big Lake Road (From Trunkline LNG) | 21677,Local,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.08920,$/Dth     ,Gathering,Gathering Locations
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.08920,$/Dth     ,Gathering,Gathering Locations
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Bayou Dinde City Gate | 20709,Local,Commodity,0.08920,$/Dth     ,Gathering,Gathering Locations
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.08920,$/Dth     ,Gathering,Gathering Locations
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.08920,$/Dth     ,Gathering,Gathering Locations
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,Main,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,Alabama Bend Common Point | 22109,System,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Bayou Dinde City Gate | 20709,Local,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.95500,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,FTS-SC,A C Goodson #1 Well | 1699,Zone 1,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.35050,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Abbeville Asphalt Plant System | 1400132,GCZ,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Commodity,0.35050,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Delhi Madison Parish (To Tennessee Gas) | 24334,Lake Charles,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,Commodity,0.35050,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Bayou Dinde City Gate | 20709,Local,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,Commodity,0.35050,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,Avoyelles-Rapides Aggregate | 23404,Main,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,Commodity,0.35050,$/Dth     ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,Tristate Midstream  Harrison County TX | 21734,GCZ,BBT Mississippi Petal Delivery | 23109,System,Fuel,1.08000,%         ,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,(Sherman From Enterprise) | 22329,Lake Charles,Abbeville Asphalt Plant System | 1400132,GCZ,ACA,0.00130,$/Dth,System,Entire System
"Gulf South Pipeline Company, LP",07/01/2018,IT,(Sherman From Enterprise) | 22329,Lake Charles,Abbeville Asphalt Plant System | 1400132,GCZ,Commodity,0.35050,$/Dth     ,System,Entire System
